REST,17.004966735839844,198
REST,2.9654502868652344,198
REST,1.9519329071044922,198
REST,4.042148590087891,198
REST,2.489805221557617,198
REST,4.37164306640625,198
REST,2.516031265258789,198
REST,3.1883716583251953,198
REST,2.5451183319091797,198
REST,2.044677734375,198
REST,2.6063919067382812,198
REST,2.588033676147461,198
REST,3.5109519958496094,198
REST,4.1141510009765625,198
REST,3.8459300994873047,198
REST,2.5916099548339844,198
REST,2.7463436126708984,198
REST,2.6683807373046875,198
REST,2.6895999908447266,198
REST,3.109455108642578,198
REST,2.5441646575927734,198
REST,2.4385452270507812,198
REST,1.8765926361083984,198
REST,2.374410629272461,198
REST,2.78472900390625,198
REST,2.7959346771240234,198
REST,3.363370895385742,198
REST,2.2287368774414062,198
REST,2.3217201232910156,198
REST,2.7141571044921875,198
GraphQL,8.426904678344727,147
GraphQL,3.206491470336914,147
GraphQL,2.4445056915283203,147
GraphQL,2.710580825805664,147
GraphQL,2.5157928466796875,147
GraphQL,3.426790237426758,147
GraphQL,2.359151840209961,147
GraphQL,2.4650096893310547,147
GraphQL,2.687692642211914,147
GraphQL,2.3682117462158203,147
GraphQL,2.844572067260742,147
GraphQL,2.940654754638672,147
GraphQL,4.386425018310547,147
GraphQL,5.569219589233398,147
GraphQL,2.874612808227539,147
GraphQL,2.8405189514160156,147
GraphQL,2.553701400756836,147
GraphQL,2.2890567779541016,147
GraphQL,2.536773681640625,147
GraphQL,2.3119449615478516,147
GraphQL,3.178834915161133,147
GraphQL,2.4945735931396484,147
GraphQL,2.9337406158447266,147
GraphQL,4.255056381225586,147
GraphQL,2.242565155029297,147
GraphQL,3.038167953491211,147
GraphQL,2.0983219146728516,147
GraphQL,1.6760826110839844,147
GraphQL,2.4726390838623047,147
GraphQL,2.3038387298583984,147
